scientific_name,park_name,observations
Ranunculus hispidus var. nitidus,Yosemite,137
Eriogonum nudum var. nudum,Yellowstone,248
Tridens flavus var. chapmanii,Yosemite,110
Spergula arvensis,Redwood,95
Gayophytum heterozygum,Yellowstone,267
Aplectrum hyemale,Yellowstone,240
Platygyrium repens,Yosemite,197
Lamium purpureum,Great Smoky Mountains,43
Artemisia douglasiana,Yosemite,146
Arenaria congesta var. suffrutescens,Great Smoky Mountains,76
Carex aquatilis var. aquatilis,Great Smoky Mountains,91
Verbascum blattaria,Redwood,95
Tringa solitaria,Yellowstone,267
Juncus tenuis,Yellowstone,247
Carex nervina,Yellowstone,236
Leskea gracilescens,Redwood,94
Aster eatonii,Yosemite,167
Penstemon procerus var. formosus,Yellowstone,276
Notropis photogenis,Yellowstone,294
Dianthus barbatus,Redwood,85
Rhynchospora glomerata,Redwood,104
Allium brandegeei,Yellowstone,239
Carex styloflexa,Yellowstone,274
Urtica dioica,Yellowstone,225
Agrostis stolonifera,Redwood,101
Salix geyeriana,Great Smoky Mountains,57
Gymnopogon ambiguus,Yellowstone,260
Cypripedium parviflorum var. pubescens,Redwood,70
Saxifraga nidifica,Great Smoky Mountains,53
Angelica arguta,Redwood,120
Neotoma cinerea,Redwood,126
Asclepias exaltata,Yosemite,150
Callitriche palustris,Redwood,69
Lilium michauxii,Great Smoky Mountains,73
Steerecleus serrulatus,Yellowstone,291
Solidago nemoralis var. nemoralis,Redwood,113
Philadelphus lewisii,Great Smoky Mountains,68
Clematis viorna,Great Smoky Mountains,91
Plagiobothrys stipitatus var. micranthus,Yosemite,181
Erodium botrys,Redwood,65
Philadelphus lewisii,Redwood,95
Piptatherum exiguum,Redwood,94
Delphinium polycladon,Yellowstone,274
Lotus argophyllus var. fremontii,Yellowstone,255
Acanthus flammea,Great Smoky Mountains,68
Stylophorum diphyllum,Yellowstone,244
Paronychia fastigiata,Great Smoky Mountains,97
Xerophyllum asphodeloides,Yellowstone,297
Opheodrys aestivus aestivus,Yosemite,161
Empidonax alnorum,Great Smoky Mountains,62
Agrostis stolonifera,Yosemite,122
Lasiurus borealis,Yosemite,134
Solidago flaccidifolia,Redwood,119
Physaria acutifolia var. acutifolia,Yellowstone,229
Rhus typhina,Great Smoky Mountains,86
Athyrium filix-femina,Yosemite,143
Seiurus aurocapilla,Yellowstone,216
Callospermophilus lateralis,Great Smoky Mountains,84
Elymus sierrae,Yellowstone,252
Salix humilis var. tristis,Great Smoky Mountains,80
Logfia arvensis,Great Smoky Mountains,74
Viburnum nudum var. cassinoides,Redwood,88
Amblystegium varium,Yellowstone,274
Draba lemmonii var. lemmonii,Yosemite,168
Oxalis dillenii,Yosemite,174
Carex whitneyi,Yellowstone,276
Geum rossii var. turbinatum,Redwood,105
Blarina brevicauda,Great Smoky Mountains,86
Pycnanthemum tenuifolium,Yellowstone,252
Eupatorium rotundifolium var. rotundifolium,Great Smoky Mountains,117
Isoetes engelmannii,Yosemite,146
Carex appalachica,Redwood,112
Hypnum pratense,Yellowstone,235
Carex leavenworthii,Yellowstone,244
Rudbeckia laciniata var. digitata,Redwood,77
Delphinium hansenii ssp. hansenii,Yellowstone,284
Tachycineta thalassina,Yellowstone,243
Cirriphyllum piliferum,Great Smoky Mountains,85
Rorippa palustris ssp. fernaldiana,Redwood,89
Anas cyanoptera,Yosemite,104
Agrostis mertensii,Great Smoky Mountains,54
Triticum aestivum,Yosemite,175
Potentilla recta,Yellowstone,258
Thermopsis villosa,Great Smoky Mountains,57
Iva annua,Yellowstone,233
Erethizon dorsatum,Yellowstone,219
Psaltriparus minimus,Redwood,77
Wyethia helianthoides,Yellowstone,295
Dryopteris cristata,Redwood,105
Grimmia laevigata,Great Smoky Mountains,88
Platylomella lescurii,Yellowstone,293
Pseudacris triseriata,Great Smoky Mountains,77
Spizella atrogularis,Yellowstone,251
Polygonum erectum,Great Smoky Mountains,79
Phacelia humilis var. humilis,Great Smoky Mountains,48
Eragrostis spectabilis,Great Smoky Mountains,67
Dryopteris cristata,Yosemite,156
Agrostis capillaris,Great Smoky Mountains,84
Hypochaeris radicata,Yosemite,157
Dichanthelium scabriusculum,Yosemite,155
Weigela florida,Yosemite,146
Quercus douglasii,Redwood,121
Berberis thunbergii,Great Smoky Mountains,52
Viola lobata ssp. integrifolia,Yellowstone,266
Lilium michauxii,Yellowstone,261
Galium verum,Yosemite,132
Sus scrofa,Great Smoky Mountains,99
Echinochloa crus-galli,Redwood,112
Comptonia peregrina,Yosemite,140
Sabatia angularis,Great Smoky Mountains,73
Astilbe biternata,Yosemite,157
Panax quinquefolius,Great Smoky Mountains,56
Cyperus flavescens,Yosemite,140
Eumeces anthracinus,Yellowstone,237
Mephitis mephitis,Great Smoky Mountains,63
Bromus orcuttianus,Redwood,92
Hieracium albiflorum,Yellowstone,259
Notropis rubricroceus,Great Smoky Mountains,131
Pedicularis lanceolata,Redwood,126
Polystichum lonchitis,Great Smoky Mountains,82
Angelica pinnata,Yellowstone,248
Branta bernicla,Redwood,115
Alyssum alyssoides,Great Smoky Mountains,60
Mentha X gracilis,Yellowstone,263
Clematis hirsutissima var. hirsutissima,Redwood,127
Chelydra serpentina serpentina,Yellowstone,249
Oncophorus raui,Great Smoky Mountains,76
Cerastium fontanum,Yosemite,194
Carex leavenworthii,Great Smoky Mountains,48
Eschscholzia californica,Redwood,71
Allium schoenoprasum,Yosemite,143
Epilobium glaberrimum ssp. fastigiatum,Yellowstone,253
Cyperus lancastriensis,Yellowstone,251
Pseudotsuga menziesii var. menziesii,Redwood,112
Solidago hispida,Great Smoky Mountains,59
Elgaria multicarinata webbii,Redwood,72
Sonchus asper,Yosemite,136
Pleopeltis polypodioides,Redwood,94
Arundo donax,Yellowstone,239
Trifolium microcephalum,Yellowstone,243
Polytrichum pallidisetum,Great Smoky Mountains,87
Hutchinsia procumbens,Great Smoky Mountains,66
Viola labradorica,Yosemite,172
Diphyscium cumberlandianum,Yosemite,123
Rosa multiflora,Great Smoky Mountains,105
Juncus xiphioides,Yellowstone,267
Cystopteris fragilis,Yellowstone,270
Cinna latifolia,Yellowstone,238
Peromyscus boylii,Redwood,102
Thuja occidentalis,Yosemite,141
Cistothorus platensis,Great Smoky Mountains,65
Carex lanuginosa,Yosemite,167
Carex aquatilis,Great Smoky Mountains,86
Juncus triformis,Great Smoky Mountains,66
Brassica nigra,Redwood,88
Cicuta maculata,Yellowstone,240
Hieracium argutum,Redwood,109
Clethrionomys gapperi,Great Smoky Mountains,93
Sanguisorba annua,Yellowstone,237
Scapanus latimanus,Yosemite,105
Cheilanthes intertexta,Redwood,112
Anomodon minor,Yellowstone,286
Diplazium pycnocarpon,Yosemite,133
Tiarella cordifolia var. cordifolia,Great Smoky Mountains,63
Carex texensis,Yellowstone,221
Elymus villosus,Yellowstone,272
Lilium philadelphicum,Yosemite,162
Lepomis microlophus,Redwood,86
Ilex montana,Redwood,137
Myadestes townsendi,Yellowstone,217
Sedum sarmentosum,Redwood,142
Setophaga discolor,Yosemite,136
Platanthera psycodes,Yellowstone,258
Polygonum minimum,Great Smoky Mountains,74
Crepis elegans,Great Smoky Mountains,72
Epilobium latifolium,Yosemite,135
Apocynum androsaemifolium,Redwood,102
Riparia riparia,Redwood,88
Synaptomys cooperi,Yellowstone,235
Plethodon metcalfi,Redwood,131
Astragalus whitneyi var. whitneyi,Yosemite,136
Rorippa nasturtium-aquaticum,Redwood,82
Larus delawarensis,Redwood,81
Hackelia velutina,Yosemite,163
Polygonum bistortoides,Redwood,148
Sphyrapicus nuchalis,Yellowstone,252
Carex jonesii,Yosemite,144
Potentilla biennis,Redwood,69
Salix drummondiana,Great Smoky Mountains,62
Podiceps grisegena,Yellowstone,260
Hordeum jubatum,Redwood,117
Physocarpus malvaceus,Yellowstone,280
Artemisia biennis var. biennis,Yosemite,148
Chamaecrista fasciculata,Yellowstone,208
Aechmophorus clarkii,Yosemite,166
Charina bottae,Yosemite,161
Polygonum pensylvanicum,Yosemite,137
Dryopteris intermedia,Redwood,104
Salix fragilis,Redwood,122
Panicum rigidulum var. rigidulum,Yellowstone,242
Setaria pumila,Yosemite,111
Camissonia lacustris,Redwood,101
Anemone tetonensis,Great Smoky Mountains,70
Clematis ochroleuca,Great Smoky Mountains,92
Ptelea trifoliata,Yosemite,154
Heterocodon rariflorum,Great Smoky Mountains,37
Barbilophozia attenuata,Redwood,112
Lepomis auritus,Great Smoky Mountains,77
Chaenactis glabriuscula var. heterocarpha,Great Smoky Mountains,95
Ivesia gordonii,Yellowstone,253
Photinia pyrifolia,Yosemite,188
Eryngium yuccifolium,Yellowstone,242
Arabis lemmonii var. depauperata,Yellowstone,259
Oxypolis occidentalis,Redwood,121
Geranium dissectum,Yellowstone,221
Salix jepsonii,Redwood,96
Cannabis sativa,Yellowstone,248
Boehmeria cylindrica,Redwood,84
Triticum aestivum,Great Smoky Mountains,94
Carex stipata var. stipata,Redwood,96
Sitta carolinensis,Great Smoky Mountains,66
Heuchera americana,Redwood,104
Rigiopappus leptocladus,Redwood,101
Solidago erecta,Great Smoky Mountains,86
Erechtites hieraciifolia var. hieraciifolia,Redwood,87
Carex preslii,Redwood,76
Lupinus breweri var. breweri,Yellowstone,261
Rubus discolor,Yellowstone,225
Silene noctiflora,Redwood,112
Daucus carota,Yosemite,160
Oncorhynchus mykiss,Redwood,59
Arisaema triphyllum ssp. quinatum,Yosemite,193
Oxytropis deflexa var. foliolosa,Great Smoky Mountains,83
Antennaria lanata,Redwood,99
Paraleucobryum longifolium,Redwood,124
Achnatherum occidentale ssp. californicum,Redwood,77
Hypnum lindbergii,Yosemite,162
Woodsia scopulina,Yosemite,135
Thamnophis elegans vagrans,Redwood,107
Parnassia asarifolia,Great Smoky Mountains,45
Taraxacum laevigatum,Great Smoky Mountains,114
Veronica peregrina ssp. xalapensis,Yellowstone,255
Lindernia dubia var. anagallidea,Great Smoky Mountains,113
Platanthera peramoena,Yellowstone,251
Canis rufus,Redwood,30
Polytrichum juniperinum,Great Smoky Mountains,92
Spiranthes tuberosa,Yellowstone,262
Agoseris grandiflora,Redwood,107
Gastrophryne carolinensis,Great Smoky Mountains,84
Porterella carnosula,Yosemite,167
Rumex crispus,Yellowstone,255
Galactia volubilis,Redwood,145
Mimus polyglottos,Yellowstone,257
Prenanthes alba,Great Smoky Mountains,90
Symphyotrichum dumosum var. dumosum,Great Smoky Mountains,95
Lithospermum canescens,Redwood,70
Castor canadensis,Great Smoky Mountains,95
Erechtites hieraciifolia,Yosemite,160
Ligustrum vulgare,Yellowstone,250
Nycticorax nycticorax,Redwood,106
Cerastium glomeratum,Redwood,94
Dulichium arundinaceum,Yellowstone,259
Gallinula chloropus,Yosemite,181
Verbesina alternifolia,Great Smoky Mountains,100
Buxbaumia aphylla,Yellowstone,241
Urtica dioica,Redwood,89
Dicentra chrysantha,Redwood,107
Gentianella quinquefolia ssp. quinquefolia,Great Smoky Mountains,93
Microseris nutans,Yosemite,155
Aegolius,Great Smoky Mountains,42
Pinus pungens,Great Smoky Mountains,86
Fissidens subbasilaris,Redwood,108
Cyperus setigerus,Yosemite,152
Cyperus dipsaceus,Yosemite,149
Epilobium glaberrimum ssp. fastigiatum,Yosemite,115
Leucobryum albidum,Yellowstone,259
Corallorrhiza striata,Yellowstone,232
Ambystoma mavortium melanostictum,Redwood,84
Heuchera longiflora,Redwood,100
Tiarella cordifolia var. cordifolia,Yellowstone,245
Potentilla drummondii ssp. drummondii,Yellowstone,266
Vitis aestivalis var. bicolor,Yosemite,135
Mentha X gracilis,Yosemite,140
Erysimum cheiranthoides,Redwood,76
Verbena simplex,Great Smoky Mountains,71
Ictinia mississippiensis,Yosemite,139
Eleocharis rostellata,Great Smoky Mountains,64
Monarda fistulosa,Great Smoky Mountains,69
Peromyscus californicus,Yosemite,133
Coluber constrictor constrictor,Great Smoky Mountains,35
Chrysothamnus viscidiflorus var. viscidiflorus,Great Smoky Mountains,95
Erysimum cheiranthoides,Yosemite,118
Passer domesticus,Yellowstone,267
Dicranum condensatum,Yosemite,148
Ambystoma mavortium melanostictum,Yellowstone,287
Scribneria bolanderi,Redwood,95
Lathyrus lanszwertii var. lanszwertii,Yellowstone,210
Steerecleus serrulatus,Yosemite,156
Lamium amplexicaule,Yellowstone,240
Pinus jeffreyi,Great Smoky Mountains,76
Rana catesbeiana,Redwood,57
Lupinus breweri var. bryoides,Great Smoky Mountains,76
Carex oligocarpa,Redwood,95
Cyperus retrorsus,Yellowstone,262
Centaurea cyanus,Yellowstone,279
Smilax biltmoreana,Redwood,114
Seiurus motacilla,Redwood,64
Erigeron clokeyi,Redwood,127
Lampropeltis getula nigra,Yosemite,129
Calocedrus decurrens,Redwood,135
Amelanchier sanguinea,Redwood,113
Danthonia compressa,Great Smoky Mountains,63
Lampropeltis getula californiae,Redwood,77
Allium textile,Yellowstone,260
Lepomis cyanellus,Yellowstone,270
Artemisia abrotanum,Great Smoky Mountains,66
Sanicula marilandica,Great Smoky Mountains,117
Carex disperma,Great Smoky Mountains,75
Erigeron,Yosemite,138
Sedum spectabile,Great Smoky Mountains,75
Lepus townsendii,Yellowstone,210
Linum medium var. texanum,Yellowstone,252
Streptopus amplexifolius var. amplexifolius,Yosemite,162
Gentiana calycosa,Redwood,122
Zonotrichia leucophrys,Great Smoky Mountains,95
Eleocharis palustris,Great Smoky Mountains,62
Pterospora andromedea,Redwood,81
Salix farriae,Yosemite,157
Clarkia gracilis ssp. albicaulis,Great Smoky Mountains,95
Carex geyeri,Yosemite,142
Desmodium nudiflorum,Yellowstone,253
Epilobium glaberrimum ssp. glaberrimum,Yosemite,150
Magnolia fraseri,Yosemite,161
Myosotis verna,Yellowstone,233
Cynosurus echinatus,Yosemite,135
Histrionicus histrionicus,Yosemite,114
Matricaria matricarioides,Yellowstone,272
Hesperis matronalis,Redwood,124
Erigeron lonchophyllus,Redwood,82
Anthoxanthum odoratum,Redwood,116
Diervilla sessilifolia,Yosemite,190
Salpinctes obsoletus,Redwood,129
Celastrus orbiculatus,Great Smoky Mountains,47
Monardella sheltonii,Yellowstone,261
Cirriphyllum piliferum,Redwood,68
Rubus canadensis,Yellowstone,225
Lynx canadensis,Great Smoky Mountains,59
Cryptotaenia canadensis,Yosemite,168
Cystopteris bulbifera,Redwood,76
Ranunculus bulbosus,Yosemite,142
Pseudacris triseriata,Redwood,82
Sceloporus occidentalis,Yosemite,134
Ribes inerme var. inerme,Great Smoky Mountains,80
Erechtites hieracifolia,Great Smoky Mountains,115
Rhytidiadelphus squarrosus,Redwood,132
Eremophila alpestris,Yellowstone,233
Silphium compositum,Redwood,122
Horkelia tridentata ssp. tridentata,Redwood,117
Cyperus iria,Yellowstone,243
Carex striatula,Yellowstone,234
Stephanomeria runcinata,Redwood,91
Veratrum viride,Yellowstone,247
Myotis californicus,Yosemite,148
Polemonium californicum,Great Smoky Mountains,77
Juncus tenuis,Great Smoky Mountains,86
Scleria triglomerata,Great Smoky Mountains,101
Silene ovata,Great Smoky Mountains,42
Aphanes microcarpa,Great Smoky Mountains,49
Carex biltmoreana,Great Smoky Mountains,79
Ranunculus testiculatus,Yosemite,162
Myriophyllum verticillatum,Great Smoky Mountains,80
Oxydendrum arboreum,Redwood,110
Dichanthelium laxiflorum,Redwood,117
Digitalis purpurea,Great Smoky Mountains,67
Hypnum curvifolium,Redwood,75
Dicranella heteromalla,Great Smoky Mountains,74
Gratiola neglecta,Great Smoky Mountains,67
Fimbristylis autumnalis,Great Smoky Mountains,91
Carpinus caroliniana,Yosemite,132
Epilobium lactiflorum,Redwood,88
Sceloporus graciosus graciosus,Yosemite,137
Pseudotriton ruber ruber,Yellowstone,243
Ribes amarum,Redwood,106
Pekania pennanti,Great Smoky Mountains,43
Carex debilis var. debilis,Yosemite,167
Scolopax minor,Great Smoky Mountains,60
Alces alces,Yosemite,161
Ruellia humilis,Great Smoky Mountains,43
Sialia currucoides,Great Smoky Mountains,71
Minuartia californica,Yellowstone,222
Mimulus nanus,Redwood,132
Glyceria striata,Yellowstone,268
Spiranthes vernalis,Redwood,106
Rumex paucifolius,Yosemite,120
Rorippa curvisiliqua,Yellowstone,223
Carex tiogana,Redwood,87
Ludwigia peploides ssp. glabrescens,Yosemite,138
Microtus longicaudus,Yellowstone,218
Brassica kaber,Yosemite,150
Cyprinella spilopterus,Redwood,80
Trillium erectum,Great Smoky Mountains,101
Saxifraga oppositifolia,Great Smoky Mountains,65
Setophaga nigrescens,Yellowstone,248
Geothlypis trichas,Yosemite,181
Camissonia luciae,Yosemite,107
Polygonum caespitosum var. longisetum,Yellowstone,234
Lysimachia tonsa,Yellowstone,239
Phalaropus lobatus,Yellowstone,219
Asplenium resiliens,Redwood,85
Heterotheca grandiflora,Redwood,99
Tephrosia spicata,Redwood,86
Diodia virginiana,Redwood,87
Erigeron eatonii var. sonnei,Great Smoky Mountains,75
Madia elegans ssp. elegans,Yosemite,141
Belamcanda chinensis,Yellowstone,249
Pylaisiella selwynii,Redwood,89
Paulownia tomentosa,Yosemite,168
Gavia stellata,Yellowstone,204
Vaccaria hispanica,Yellowstone,245
Dichanthelium longiligulatum,Redwood,116
Dryopteris intermedia,Great Smoky Mountains,87
Anemone tetonensis,Yellowstone,239
Helianthus tuberosus,Great Smoky Mountains,76
Tiarella cordifolia var. cordifolia,Yosemite,162
Carex louisianica,Yosemite,147
Aphelocoma californica,Yellowstone,278
Ambrosia psilostachya,Yosemite,186
Eremophila alpestris,Great Smoky Mountains,97
Deschampsia cespitosa ssp. cespitosa,Great Smoky Mountains,104
Ulmus americana,Great Smoky Mountains,54
Veronica cusickii,Yosemite,128
Cordylanthus rigidus ssp. brevibracteatus,Great Smoky Mountains,68
Hypentelium nigricans,Redwood,110
Carex oligocarpa,Yosemite,158
Trifolium hybridum,Yellowstone,247
Bassia hyssopifolia,Great Smoky Mountains,76
Erigeron ochroleucus var. ochroleucus,Yosemite,143
Epilobium angustifolium ssp. circumvagum,Redwood,122
Silene latifolia,Redwood,115
Philomachus pugnax,Great Smoky Mountains,86
Aegolius funereus,Redwood,73
Daucus carota,Great Smoky Mountains,76
Asio otus,Redwood,94
Senecio obovatus,Yosemite,115
Penstemon heterodoxus var. heterodoxus,Redwood,96
Poa reflexa,Redwood,77
Isoetes macrospora,Yellowstone,237
Cryptotis parva,Great Smoky Mountains,68
Draba crassa,Redwood,74
Carex brunnescens ssp. brunnescens,Great Smoky Mountains,56
Lolium multiflorum,Redwood,126
Populus nigra,Great Smoky Mountains,52
Elymus trachycaulus ssp. trachycaulus,Great Smoky Mountains,57
Carphophis amoenus helenae,Yellowstone,214
Salix bebbiana,Yosemite,159
Oxalis violacea,Great Smoky Mountains,92
Malacothrix floccifera,Redwood,107
Dichanthelium acuminatum,Yellowstone,235
Castilleja applegatei,Redwood,114
Potentilla nivea,Redwood,77
Pituophis melanoleucus melanoleucus,Yellowstone,191
Coreopsis pubescens,Redwood,42
Brickellia eupatorioides var. eupatorioides,Great Smoky Mountains,88
Cirsium vulgare,Yellowstone,249
Sisyrinchium atlanticum,Great Smoky Mountains,88
Cornus sericea,Great Smoky Mountains,69
Cytisus scoparius,Yosemite,116
Icterus parisorum,Great Smoky Mountains,76
Lysimachia tonsa,Yosemite,110
Tephrosia spicata,Yosemite,176
Monarda clinopodia,Yosemite,123
Carex vernacula,Redwood,112
Amblystegium serpens,Yosemite,123
Castilleja miniata,Yellowstone,317
Doellingeria umbellata var. umbellata,Great Smoky Mountains,72
Pica nuttalli,Yosemite,117
Arnica latifolia,Yosemite,171
Scutellaria siphocampyloides,Yellowstone,252
Aquila chrysaetos,Yellowstone,183
Rhamnus alnifolia,Yosemite,134
Felis silvestris,Redwood,103
Carex projecta,Yellowstone,250
Cistothorus palustris,Yellowstone,240
Blindia acuta,Yosemite,149
Agalinis setacea,Great Smoky Mountains,82
Veronica scutellata,Great Smoky Mountains,86
Hypnum lindbergii,Yellowstone,237
Solidago patula,Redwood,136
Aegilops cylindrica,Great Smoky Mountains,66
Campanula rotundifolia,Redwood,122
Minuartia nuttallii,Great Smoky Mountains,93
Solidago arguta var. arguta,Yellowstone,240
Amelanchier laevis,Yosemite,200
Melospiza georgiana,Great Smoky Mountains,40
Synandra hispidula,Yosemite,168
Vicia villosa ssp. villosa,Yosemite,141
Felis concolor,Great Smoky Mountains,72
Allium cernuum,Yellowstone,236
Hulsea algida,Yosemite,172
